code,field1,field2,field3,field4,field5,field6,field7
7974,20.5,57.3,3.075,8431,-65,9,2
7975,20.6,57.4,3.075,8432,-72,9,2
7976,20.5,57.2,3.075,8433,-65,9,3
7977,20.5,57.2,3.075,8434,-66,9,2
7978,20.5,57.1,3.075,8435,-64,9,3
7979,20.5,57.1,3.075,8436,-64,9,3
7980,20.5,57.1,3.075,8437,-65,9,3
7981,20.5,57.3,3.075,8438,-74,9,3
7982,20.5,57.4,3.075,8439,-70,9,2
7983,20.5,57.3,3.075,8440,-64,9,3
7984,20.7,57.5,3.075,8441,-65,10,2
7985,20.8,57.4,3.075,8442,-65,9,3
7986,20.9,57.3,3.075,8443,-66,9,2
7987,21.0,57.1,3.075,8444,-66,9,3
7988,21.1,57.0,3.075,8445,-66,9,2
7989,21.2,56.8,3.071,8446,-77,9,2
7990,21.2,56.6,3.075,8447,-75,9,3
7991,21.3,56.5,3.075,8448,-77,9,3
7992,21.4,56.3,3.075,8449,-65,10,3
7993,21.3,56.3,3.075,8450,-65,9,1
7994,21.4,56.2,3.075,8451,-65,9,2
7995,21.4,56.1,3.075,8452,-64,9,3
7996,21.4,56.0,3.075,8453,-76,9,2
7997,21.4,56.0,3.075,8454,-64,9,3
7998,21.3,55.7,3.075,8455,-64,9,3
7999,21.2,55.2,3.075,8456,-74,9,3
8000,24.0,40.9,3.071,11242,-56,9,2
8001,24.1,41.0,3.075,11243,-55,9,2
8002,24.2,41.5,3.071,11244,-70,9,3
8003,24.3,41.5,3.075,11245,-76,9,2
8004,24.4,41.5,3.075,11246,-55,9,2
8005,24.4,41.5,3.075,11247,-55,10,2
8006,24.4,41.4,3.075,11248,-56,9,2
8007,24.5,41.4,3.075,11249,-55,10,2
8008,24.5,41.5,3.071,11250,-56,10,2
8009,24.5,41.5,3.071,11251,-56,9,3
8010,24.5,41.5,3.075,11252,-56,10,3
8011,24.6,41.5,3.075,11253,-55,9,3
8012,24.6,41.5,3.071,11254,-54,9,3
8013,24.6,41.4,3.071,11255,-54,9,3
8014,24.6,41.5,3.075,11256,-55,9,3
8015,24.6,41.5,3.075,11257,-56,9,3
8016,24.7,41.5,3.075,11258,-54,9,3
8017,24.7,41.5,3.075,11259,-56,9,3
8018,24.7,41.5,3.071,11260,-55,10,3
8019,24.7,41.5,3.071,11261,-55,9,3
8020,24.7,41.5,3.075,11262,-56,9,3
8021,24.6,41.5,3.071,11263,-54,9,3
8022,24.6,41.5,3.075,11264,-54,9,2
8023,24.6,41.5,3.071,11265,-53,9,3
8024,24.6,41.5,3.075,11266,-55,10,3
8025,24.6,41.4,3.071,11267,-56,10,3
8026,24.6,41.4,3.075,11268,-55,10,3
8027,24.7,41.4,3.071,11269,-73,8,2
8028,24.6,41.4,3.071,11270,-56,9,3
8029,24.6,41.4,3.075,11271,-77,8,2
8030,24.6,41.4,3.075,11272,-55,10,3
8031,24.6,41.3,3.075,11273,-54,9,3
8032,24.7,41.3,3.075,11274,-81,8,2
8033,24.7,41.3,3.071,11275,-79,9,3
8034,24.7,41.3,3.071,11276,-78,9,2
8035,24.7,41.3,3.071,11277,-54,9,3
8036,24.7,41.3,3.075,11278,-55,9,3
8037,24.7,41.3,3.075,11279,-68,10,1
8038,24.7,41.4,3.075,11280,-70,9,3
8039,24.7,41.4,3.071,11281,-68,9,2
8040,24.7,41.4,3.075,11282,-69,9,3
8041,24.8,41.5,3.071,11283,-55,9,3
8042,24.8,41.5,3.075,11284,-67,9,1
8043,24.8,41.5,3.071,11285,-55,9,3
8044,24.8,41.6,3.071,11286,-66,9,2
8045,24.6,41.6,3.071,11287,-55,9,3
8046,24.5,41.5,3.075,11288,-76,9,2
8047,24.5,41.6,3.071,11289,-72,9,1
8048,24.5,41.7,3.071,11290,-55,9,3
8049,24.6,41.7,3.075,11291,-69,9,1
8050,24.7,41.6,3.075,11292,-55,10,3
8051,24.7,41.6,3.075,11293,-56,9,2
8052,24.7,41.6,3.075,11294,-75,9,1
8053,24.6,41.4,3.071,11295,-55,9,3
8054,24.5,41.4,3.071,11296,-76,9,1
8055,24.5,41.5,3.071,11297,-54,9,3
8056,24.6,41.5,3.075,11298,-76,9,2
8057,24.6,41.4,3.071,11299,-72,9,1
8058,24.7,41.3,3.075,11300,-75,9,2
8059,24.7,41.3,3.071,11301,-69,9,1
8060,24.8,41.3,3.075,11302,-54,10,3
8061,24.8,41.3,3.071,11303,-73,9,1
8062,24.8,41.4,3.071,11304,-75,8,1
8063,24.9,41.5,3.071,11305,-70,9,2
8064,24.9,41.5,3.071,11306,-76,9,1
8065,24.9,41.5,3.075,11307,-55,9,3
8066,24.9,41.5,3.071,11308,-73,10,1
8067,24.9,41.5,3.075,11309,-73,9,1
8068,24.9,41.4,3.075,11310,-78,8,2
8069,24.9,41.5,3.071,11311,-58,10,1
8070,24.9,41.6,3.075,11312,-70,8,3
8071,24.9,41.5,3.075,11313,-56,10,1
8072,24.9,41.5,3.075,11314,-71,10,1
8073,24.9,41.4,3.075,11315,-74,9,1
8074,24.9,41.4,3.075,11316,-79,8,1
8075,24.9,41.3,3.071,11317,-78,8,2
8076,24.9,41.3,3.075,11318,-70,9,2
8077,24.9,41.3,3.075,11319,-71,9,2
8078,24.9,41.4,3.075,11320,-74,9,2
8079,24.9,41.6,3.075,11321,-76,9,2
8080,24.9,41.6,3.071,11322,-72,10,3
8081,24.9,41.7,3.075,11323,-70,10,2
8082,24.9,41.6,3.071,11324,-70,9,2
8083,24.9,41.6,3.071,11325,-71,9,2
8084,24.9,41.5,3.075,11326,-79,10,2
8085,24.9,41.4,3.075,11327,-69,9,2
8086,24.9,41.4,3.071,11328,-57,10,3
8087,24.9,41.3,3.071,11329,-53,9,2
8088,24.7,40.9,3.075,11330,-53,9,3
8089,24.7,40.7,3.075,11331,-55,9,3
8090,24.7,40.9,3.071,11332,-56,9,3
8091,24.8,40.8,3.075,11333,-54,9,3
8092,24.9,40.8,3.071,11334,-54,10,3
8093,25.0,40.8,3.075,11335,-56,9,3
8094,25.0,40.7,3.075,11336,-53,9,3
8095,25.0,40.7,3.071,11337,-54,9,3
8096,24.9,41.0,3.071,11338,-50,10,3
8097,24.6,40.0,3.071,11339,-49,10,3
8098,24.2,39.6,3.075,11340,-66,9,3
8099,23.9,39.7,3.071,11341,-50,9,3
8100,23.8,40.0,3.075,11342,-50,9,3
8101,23.6,40.1,3.075,11343,-61,9,3
8102,23.6,40.0,3.075,11344,-50,10,3
8103,23.5,40.0,3.071,11345,-63,9,3
8104,23.4,39.9,3.075,11346,-49,9,3
8105,23.3,39.8,3.075,11347,-65,9,2
8106,23.3,39.7,3.071,11348,-60,9,2
8107,23.2,39.7,3.071,11349,-61,10,3
8108,23.2,39.7,3.075,11350,-64,9,3
8109,23.1,39.7,3.075,11351,-51,9,3
8110,23.1,39.8,3.075,11352,-52,9,1
8111,23.7,38.4,3.071,11353,-65,9,2
8112,24.4,41.6,3.071,0,-64,10,2
8113,23.8,37.6,3.075,1,-76,9,1
8114,23.6,38.0,3.075,2,-77,9,3
8115,23.5,38.7,3.071,3,-74,9,2
8116,23.4,38.1,3.075,4,-77,9,3
8117,23.3,38.5,3.071,0,-73,9,2
8118,24.9,41.0,3.071,1,-71,10,1
8119,26.9,32.8,3.071,2,-76,10,1
8120,24.3,35.2,3.071,3,-78,9,3
8121,23.4,37.2,3.075,4,-81,9,2
8122,23.0,37.9,3.075,5,-64,9,3
8123,22.4,38.6,3.075,6,-66,9,2
8124,22.0,39.2,3.075,7,-66,9,2
8125,21.9,39.5,3.071,8,-65,9,2
8126,21.8,39.8,3.075,9,-65,9,1
8127,21.8,39.8,3.075,10,-65,9,2
8128,21.7,39.7,3.075,11,-88,8,2
8129,21.7,39.6,3.075,12,-97,8,1
8130,21.7,39.8,3.075,13,-92,8,2
8131,21.7,41.4,3.071,14,-98,8,1
8132,21.8,41.3,3.075,15,-64,9,2
8133,21.8,40.5,3.071,16,-89,9,3
8134,21.8,42.6,3.071,17,-84,9,2
8135,21.9,41.1,3.075,18,-64,10,3
8136,21.9,42.3,3.071,19,-83,9,2
8137,21.9,42.1,3.075,20,-67,9,3
8138,21.8,41.4,3.075,21,-81,9,2
8139,21.9,43.2,3.075,22,-87,8,2
8140,21.9,41.5,3.075,23,-64,10,3
8141,21.9,42.8,3.075,24,-85,9,2
8142,21.9,42.4,3.075,25,-63,9,3
8143,21.8,41.8,3.075,26,-69,9,2
8144,22.0,42.1,3.075,27,-82,9,2
8145,22.3,42.1,3.075,28,-66,10,3
8146,22.4,42.1,3.075,29,-69,10,2
8147,22.6,42.2,3.075,30,-93,9,2
8148,22.7,42.2,3.075,31,-84,10,2
8149,22.8,42.3,3.075,32,-69,10,2
8150,22.8,42.3,3.075,33,-67,9,2
8151,23.0,42.3,3.075,34,-67,9,2
8152,23.0,42.4,3.075,35,-67,10,3
8153,23.0,42.4,3.075,36,-90,8,2
8154,23.1,42.4,3.075,37,-80,9,2
8155,23.1,42.5,3.075,38,-84,8,2
8156,23.2,42.5,3.071,39,-87,9,2
8157,23.2,42.5,3.071,40,-86,9,2
8158,23.3,42.5,3.075,41,-86,8,2
8159,23.3,42.6,3.075,42,-85,9,2
8160,23.4,42.5,3.075,43,-64,9,3
8161,23.4,42.6,3.075,44,-64,9,3
8162,23.5,42.6,3.075,45,-64,9,2
8163,23.5,42.7,3.075,46,-84,8,2
8164,23.5,42.7,3.075,47,-64,10,3
8165,23.5,42.7,3.075,48,-81,9,3
8166,23.6,42.8,3.075,49,-68,9,2
8167,23.6,42.8,3.071,50,-88,9,2
8168,23.7,42.8,3.075,51,-66,9,3
8169,23.7,42.9,3.075,52,-64,9,3
8170,23.7,42.9,3.075,53,-64,10,3
8171,23.7,43.0,3.075,54,-63,9,3
8172,23.7,43.0,3.075,55,-81,9,2
8173,23.7,43.0,3.075,56,-62,10,3
8174,23.7,43.0,3.071,57,-80,9,2
8175,23.7,42.9,3.075,58,-66,9,3
8176,23.8,42.9,3.071,59,-62,9,3
8177,23.8,42.9,3.071,60,-80,9,2
8178,23.8,42.9,3.075,61,-63,9,3
8179,23.9,43.1,3.071,62,-78,9,2
8180,23.9,43.1,3.071,63,-63,9,3
8181,23.9,43.2,3.075,64,-63,9,3
8182,23.9,43.4,3.075,65,-87,9,2
8183,23.9,43.4,3.075,66,-64,9,3
8184,23.9,43.5,3.075,67,-84,9,2
8185,24.0,43.6,3.071,68,-63,9,3
8186,24.0,43.6,3.071,69,-63,10,3
8187,24.0,43.6,3.075,70,-62,9,1
8188,24.0,43.6,3.075,71,-66,9,3
8189,24.0,43.7,3.075,72,-83,9,2
8190,24.0,43.7,3.075,73,-66,9,3
8191,23.9,43.2,3.075,74,-87,9,2
8192,23.7,42.3,3.071,75,-86,8,1
8193,23.6,44.5,3.075,76,-66,9,3
8194,23.3,43.1,3.075,77,-80,9,2
8195,23.4,44.9,3.071,78,-62,10,3
8196,23.2,43.4,3.075,79,-87,8,2
8197,23.1,44.9,3.075,80,-89,9,1
8198,23.0,43.7,3.075,81,-62,10,3
8199,22.9,43.8,3.075,82,-87,9,2
8200,22.9,44.8,3.075,83,-63,10,3
8201,22.8,43.5,3.075,84,-84,8,2
8202,22.8,45.2,3.075,85,-84,9,1
8203,22.7,43.5,3.075,86,-63,9,2
8204,22.7,45.0,3.075,87,-91,9,1
8205,22.7,44.2,3.075,88,-63,10,3
8206,22.7,45.6,3.075,89,-84,9,2
8207,22.6,44.7,3.075,90,-94,8,1
8208,22.7,46.1,3.075,91,-84,9,2
8209,22.6,44.6,3.071,92,-93,10,1
8210,22.6,46.3,3.075,93,-85,10,3
8211,22.6,45.6,3.075,94,-83,10,2
8212,22.6,46.0,3.075,95,-91,9,1
8213,22.6,46.7,3.075,96,-94,9,2
8214,22.7,46.2,3.071,97,-91,9,1
8215,22.8,45.6,3.071,98,-63,9,3
8216,23.0,45.7,3.071,99,-84,9,1
8217,23.1,45.6,3.075,100,-83,9,1
8218,23.2,45.4,3.075,101,-62,9,3
8219,23.2,45.3,3.071,102,-61,10,2
8220,23.3,45.2,3.075,103,-62,10,3
8221,23.3,45.0,3.075,104,-91,8,2
8222,23.4,45.2,3.071,105,-86,9,2
8223,23.4,45.5,3.075,106,-64,10,2
8224,23.5,45.7,3.071,107,-83,9,2
8225,23.5,45.8,3.075,108,-66,9,2
8226,23.6,45.7,3.075,109,-84,9,2
8227,23.6,45.8,3.071,110,-84,9,2
8228,23.6,45.7,3.075,111,-67,9,2
8229,23.7,45.8,3.075,112,-66,10,2
8230,23.7,45.8,3.071,113,-63,9,2
8231,23.7,45.9,3.075,114,-80,9,2
8232,23.8,45.7,3.075,115,-66,9,2
8233,23.8,45.6,3.071,116,-83,9,1
8234,23.8,45.7,3.071,117,-84,9,2
8235,23.8,45.7,3.075,118,-67,9,2
8236,23.8,45.7,3.075,119,-66,12,2
8237,23.8,45.8,3.075,120,-68,9,2
8238,23.9,45.7,3.075,121,-68,9,3
8239,23.9,45.7,3.071,122,-64,9,3
8240,23.8,44.9,3.071,123,-65,9,3
8241,23.5,44.3,3.075,124,-67,10,3
8242,23.4,46.0,3.075,125,-64,9,3
8243,23.2,44.1,3.075,126,-86,8,2
8244,23.1,45.9,3.075,127,-64,8,3
8245,23.0,44.4,3.075,128,-63,9,3
8246,23.0,45.7,3.071,129,-65,9,3
8247,22.8,44.4,3.075,130,-63,10,3
8248,22.8,45.5,3.075,131,-87,9,3
8249,22.7,44.7,3.075,132,-64,10,3
8250,22.7,46.5,3.075,133,-82,9,2
8251,22.6,44.5,3.075,134,-82,9,3
8252,22.5,45.1,3.075,135,-64,9,3
8253,22.5,44.7,3.075,136,-66,9,3
8254,22.5,46.1,3.075,137,-64,9,3
8255,22.5,44.8,3.075,138,-83,10,2
8256,22.5,46.5,3.071,139,-63,9,3
8257,22.4,45.5,3.075,140,-67,10,3
8258,22.4,45.7,3.071,141,-68,9,3
8259,22.4,46.2,3.071,142,-63,9,3
8260,22.4,45.3,3.075,143,-83,9,2
8261,22.4,46.7,3.075,144,-63,9,3
8262,22.3,45.3,3.075,145,-64,9,3
8263,22.4,46.9,3.075,146,-67,9,3
8264,22.3,45.9,3.075,147,-64,10,3
8265,22.3,45.9,3.075,148,-63,9,2
8266,22.3,46.5,3.075,149,-67,9,3
8267,22.2,45.4,3.075,150,-81,9,2
8268,22.3,47.0,3.075,151,-67,10,3
8269,22.2,45.6,3.075,152,-63,9,3
8270,22.3,46.7,3.075,153,-83,10,1
8271,22.2,46.3,3.075,154,-80,9,3
8272,22.2,45.6,3.071,155,-62,11,2
8273,22.2,46.8,3.071,156,-67,9,3
8274,22.1,45.5,3.075,157,-63,9,3
8275,22.2,47.0,3.075,158,-87,9,1
8276,22.1,45.8,3.071,159,-67,9,2
8277,22.1,46.4,3.075,160,-63,10,2
8278,22.1,46.5,3.075,161,-66,9,3
8279,22.2,46.8,3.075,162,-80,9,2
8280,22.3,46.2,3.075,163,-88,9,1
8281,22.5,46.1,3.075,164,-63,9,3
8282,22.6,45.9,3.075,165,-88,9,1
8283,22.7,45.8,3.075,166,-84,9,1
8284,22.7,45.7,3.071,167,-88,9,2
8285,22.9,45.5,3.071,168,-84,9,1
8286,22.9,45.4,3.075,169,-63,9,3
8287,23.1,45.4,3.075,170,-86,9,1
8288,23.1,45.3,3.071,171,-88,9,1
8289,23.1,45.3,3.071,172,-81,9,2
8290,23.2,45.2,3.075,173,-82,9,1
8291,23.2,45.2,3.071,174,-66,9,3
8292,23.2,45.2,3.075,175,-88,8,1
8293,23.3,45.2,3.071,176,-83,9,1
8294,23.3,45.2,3.075,177,-88,9,2
8295,23.4,45.2,3.075,178,-78,9,1
8296,23.4,45.2,3.075,179,-63,10,2
8297,23.4,45.5,3.075,180,-61,9,1
8298,23.5,45.5,3.075,181,-83,9,1
8299,23.3,44.2,3.071,182,-82,9,1
8300,23.1,44.0,3.071,183,-81,9,1
8301,23.0,44.8,3.071,184,-87,9,2
8302,22.9,44.0,3.075,185,-90,8,1
8303,22.7,44.8,3.071,186,-62,9,2
8304,22.5,43.4,3.071,187,-85,8,2
8305,22.5,45.0,3.075,188,-78,9,2
8306,22.3,44.1,3.075,189,-81,9,3
8307,22.3,45.7,3.071,190,-84,9,2
8308,22.2,45.1,3.075,191,-66,9,2
8309,22.2,45.0,3.071,192,-82,8,2
8310,22.2,45.9,3.075,193,-83,9,2
8311,22.1,44.8,3.075,194,-78,9,2
8312,22.1,46.6,3.075,195,-78,9,2
8313,22.0,45.3,3.075,196,-66,9,2
8314,22.0,46.0,3.075,197,-85,8,2
8315,22.0,46.2,3.075,198,-61,9,3
8316,21.9,45.3,3.075,199,-61,10,3
8317,21.9,46.8,3.071,200,-61,10,3
8318,21.8,45.3,3.071,201,-61,9,3
8319,21.9,47.0,3.075,202,-67,9,3
8320,21.8,46.1,3.075,203,-61,10,3
8321,21.8,45.9,3.075,204,-62,9,3
8322,21.8,46.6,3.075,205,-65,10,3
8323,21.8,45.5,3.075,206,-68,9,3
8324,21.8,47.3,3.075,207,-67,10,3
8325,21.7,45.8,3.071,208,-62,10,3
8326,21.7,46.8,3.075,209,-82,9,3
8327,21.6,46.4,3.075,210,-61,9,3
8328,21.6,45.8,3.075,211,-62,9,3
8329,21.6,47.1,3.075,212,-78,9,3
8330,21.6,45.7,3.075,213,-61,9,3
8331,21.6,47.4,3.075,214,-68,10,3
8332,21.6,46.2,3.075,215,-62,9,3
8333,21.6,46.3,3.075,216,-61,9,3
8334,21.5,47.1,3.075,217,-66,9,3
8335,21.5,45.8,3.071,218,-63,9,3
8336,21.5,47.6,3.075,219,-78,9,3
8337,21.4,46.1,3.075,220,-63,9,3
8338,21.5,47.0,3.075,221,-77,9,2
8339,21.4,46.8,3.075,222,-63,10,3
8340,21.4,46.1,3.075,223,-63,10,3
8341,21.4,47.4,3.075,224,-86,9,1
8342,21.4,46.0,3.075,225,-79,9,3
8343,21.4,47.7,3.075,226,-67,9,2
8344,21.4,46.5,3.075,227,-66,10,3
8345,21.4,46.6,3.075,228,-62,10,3
8346,21.4,47.2,3.075,229,-84,9,1
8347,21.3,46.0,3.075,230,-66,10,3
8348,21.3,47.6,3.075,231,-85,8,2
8349,21.3,46.3,3.075,232,-62,9,2
8350,21.3,47.4,3.071,233,-62,9,3
8351,21.3,47.0,3.075,234,-83,9,1
8352,21.3,46.4,3.075,235,-60,9,3
8353,21.3,47.5,3.075,236,-85,8,1
8354,21.3,46.1,3.075,237,-66,9,3
8355,21.3,47.8,3.075,238,-78,9,3
8356,21.2,46.6,3.075,239,-60,9,1
8357,21.3,46.9,3.075,240,-60,10,3
8358,21.2,47.3,3.075,241,-61,9,1
8359,21.2,46.2,3.075,242,-67,10,3
8360,21.2,47.8,3.075,243,-75,9,2
8361,21.2,46.4,3.075,244,-82,9,1
8362,21.2,47.6,3.075,245,-68,9,3
8363,21.2,47.1,3.075,246,-84,10,1
8364,21.1,46.5,3.071,247,-59,9,3
8365,21.2,47.7,3.075,248,-81,9,1
8366,21.1,46.3,3.071,249,-84,9,1
8367,21.2,48.1,3.075,250,-66,9,3
8368,21.1,46.8,3.075,251,-81,8,1
8369,21.1,47.1,3.075,252,-62,10,3
8370,21.1,47.6,3.075,253,-79,9,1
8371,21.1,46.5,3.075,254,-81,9,1
8372,21.1,48.1,3.075,255,-80,9,2
8373,21.1,46.8,3.075,256,-85,9,1
8374,21.1,47.7,3.075,257,-66,9,3
8375,22.0,46.1,3.075,285,-91,8,3
8376,22.1,46.1,3.071,286,-63,10,2
8377,22.8,45.7,3.075,302,-66,9,2
8378,22.8,45.7,3.075,304,-89,9,3
8379,22.9,45.7,3.075,307,-63,9,2
8380,22.9,45.7,3.075,308,-60,10,3
8381,22.9,45.8,3.071,309,-82,8,2
8382,22.9,45.8,3.071,310,-67,10,3
8383,22.9,45.9,3.075,311,-61,9,2
8384,22.9,46.1,3.075,312,-61,9,2
8385,22.9,46.1,3.071,313,-61,10,2
8386,23.0,46.2,3.075,314,-78,9,1
8387,23.0,46.2,3.071,315,-82,9,3
8388,23.0,46.2,3.075,316,-61,10,2
8389,23.0,46.2,3.075,317,-62,10,2
8390,22.5,46.4,3.075,413,-64,9,3
8391,22.5,48.1,3.075,414,-78,10,2
8392,22.4,48.0,3.071,416,-71,9,2
8393,22.3,47.0,3.071,417,-79,9,2
8394,22.2,46.7,3.075,418,-63,10,2
8395,22.2,47.8,3.075,419,-81,9,1
8396,22.1,46.5,3.075,420,-84,9,2
8397,22.2,48.6,3.071,421,-73,10,2
8398,22.1,46.9,3.075,422,-82,9,1
8399,22.1,48.4,3.075,423,-83,9,2
8400,22.1,47.8,3.075,424,-80,9,1
8401,22.1,47.2,3.075,425,-83,9,1
8402,22.1,48.4,3.075,426,-78,9,2
8403,22.0,46.7,3.075,427,-77,8,1
8404,22.1,48.8,3.075,428,-80,8,1
8405,22.0,47.1,3.075,429,-79,9,1
8406,22.0,48.3,3.071,430,-78,11,2
8407,22.0,47.8,3.075,431,-72,10,3
8408,21.9,47.3,3.075,432,-85,8,2
8409,21.9,48.4,3.075,433,-81,9,2
8410,21.9,46.7,3.075,434,-80,9,2
8411,21.9,48.9,3.075,435,-82,8,2
8412,21.9,47.3,3.075,436,-77,9,2
8413,21.9,48.4,3.075,437,-76,9,2
8414,21.9,48.1,3.075,438,-77,9,2
8415,21.9,47.2,3.075,439,-84,8,2
8416,21.9,48.6,3.075,440,-76,9,2
8417,21.8,47.0,3.075,441,-63,9,3
8418,21.9,48.8,3.075,442,-63,10,3
8419,21.8,46.8,3.075,443,-64,9,3
8420,22.0,47.0,3.075,444,-82,8,2
8421,22.1,47.0,3.071,445,-63,10,3
8422,22.2,46.7,3.075,446,-85,9,3
8423,22.3,46.5,3.075,447,-64,9,3
8424,22.4,46.3,3.075,448,-64,9,3
8425,22.5,46.2,3.075,449,-64,10,2
8426,22.5,46.1,3.075,450,-64,9,3
8427,22.6,46.0,3.075,451,-62,10,3
8428,22.6,45.9,3.075,452,-63,10,3
8429,22.7,45.8,3.075,453,-79,8,3
8430,22.7,45.8,3.075,454,-82,9,3
8431,22.8,45.7,3.075,455,-68,9,3
8432,22.8,45.6,3.075,456,-78,10,3
8433,22.8,45.6,3.075,457,-63,9,3
8434,22.9,45.7,3.075,458,-74,10,2
8435,22.9,45.7,3.075,459,-62,10,3
8436,23.0,45.8,3.075,460,-63,10,3
8437,23.0,45.8,3.075,461,-72,9,3
8438,23.0,45.8,3.071,462,-62,10,1
8439,23.0,45.9,3.075,463,-75,9,2
8440,23.1,46.0,3.075,464,-75,9,3
8441,23.1,46.0,3.075,465,-80,9,3
8442,23.1,46.0,3.075,466,-73,9,3
8443,23.1,46.0,3.075,467,-63,10,3
8444,23.2,45.9,3.071,468,-74,10,2
8445,23.2,45.9,3.075,469,-62,10,3
8446,23.2,46.0,3.075,470,-70,9,2
8447,23.2,46.0,3.071,471,-63,9,3
8448,23.2,46.0,3.075,472,-69,10,1
8449,23.2,45.9,3.075,473,-78,8,2
8450,23.3,45.9,3.075,474,-63,10,3
8451,23.3,46.0,3.075,475,-63,9,2
8452,23.3,46.0,3.071,476,-84,8,2
8453,23.4,46.1,3.075,477,-64,9,2
8454,23.4,46.2,3.075,478,-72,9,2
8455,23.4,46.4,3.071,479,-63,10,2
8456,23.4,46.5,3.071,480,-72,9,2
8457,23.4,46.4,3.075,481,-64,10,2
8458,23.4,46.5,3.075,482,-64,9,2
8459,23.4,45.3,3.075,483,-78,9,1
8460,22.9,42.9,3.071,484,-80,9,2
8461,22.9,43.0,3.075,485,-61,10,2
8462,22.8,42.1,3.075,486,-61,9,2
8463,22.9,42.6,3.071,487,-73,10,2
8464,22.8,42.4,3.075,488,-74,10,1
8465,22.7,41.4,3.075,489,-73,10,3
8466,22.4,40.5,3.071,490,-64,9,3
8467,22.4,40.5,3.075,491,-82,8,3
8468,22.4,40.5,3.075,492,-76,10,2
8469,22.5,40.3,3.075,493,-83,9,1
8470,22.4,40.0,3.071,494,-73,10,3
8471,22.4,40.1,3.071,497,-63,10,3
8472,22.5,40.1,3.075,498,-82,9,1
8473,22.3,39.3,3.075,499,-63,10,3
8474,22.4,39.7,3.075,500,-82,9,1
8475,22.3,39.4,3.075,501,-82,9,1
8476,22.1,39.1,3.075,502,-77,8,1
8477,22.1,39.3,3.075,503,-64,9,1
8478,22.1,39.4,3.075,504,-75,9,3
8479,22.0,38.8,3.075,505,-76,8,1
8480,22.2,39.2,3.075,506,-76,9,2
8481,22.2,39.1,3.075,507,-73,10,3
8482,22.1,38.7,3.075,509,-64,10,3
8483,22.0,38.9,3.075,510,-64,9,3
8484,21.8,38.7,3.075,511,-64,9,2
8485,21.9,38.6,3.075,512,-64,9,3
8486,21.6,38.3,3.075,513,-64,9,3
8487,21.5,37.9,3.075,514,-64,10,3
8488,21.6,38.1,3.071,515,-63,9,3
8489,21.8,38.0,3.075,516,-63,9,2
8490,22.0,38.5,3.071,517,-63,10,2
8491,22.2,39.3,3.075,518,-63,9,1
8492,22.2,38.3,3.075,519,-78,9,2
8493,22.2,38.1,3.075,520,-62,10,3
8494,22.1,38.1,3.075,521,-74,9,2
8495,21.7,39.4,3.075,524,-73,9,3
8496,21.9,40.1,3.075,527,-77,9,3
8497,22.1,41.1,3.075,528,-79,9,2
8498,21.9,40.5,3.075,529,-66,9,3
8499,22.1,41.1,3.075,530,-65,9,3
8500,22.1,41.2,3.075,531,-66,10,3
8501,22.1,41.1,3.075,532,-73,9,3
8502,22.3,41.8,3.075,533,-75,10,3
8503,22.4,41.9,3.075,534,-69,10,3
8504,22.3,41.0,3.075,535,-66,10,3
8505,22.1,40.5,3.075,536,-74,10,3
8506,22.2,40.5,3.075,537,-63,9,3
8507,22.2,39.8,3.075,538,-63,9,3
8508,22.3,39.6,3.075,539,-62,10,2
8509,22.3,39.2,3.075,540,-63,10,3
8510,22.2,38.8,3.075,541,-74,10,2
8511,22.2,38.9,3.075,542,-70,9,3
8512,22.1,38.4,3.075,543,-75,9,3
8513,22.1,38.5,3.075,544,-63,9,3
8514,22.1,38.5,3.075,545,-72,9,2
8515,22.1,38.7,3.075,546,-74,9,2
8516,22.2,39.0,3.075,547,-80,10,3
8517,22.1,38.7,3.071,548,-63,10,3
8518,22.2,39.3,3.075,549,-65,9,3
8519,22.2,40.3,3.075,550,-64,9,2
8520,22.4,42.2,3.075,551,-83,8,2
8521,22.6,42.2,3.075,552,-73,9,3
8522,22.7,42.1,3.075,553,-77,10,2
8523,22.7,42.0,3.075,554,-62,10,3
8524,22.7,42.1,3.075,555,-78,9,2
8525,22.7,42.1,3.075,556,-83,9,2
8526,22.8,42.1,3.075,557,-65,9,3
8527,22.8,42.1,3.075,558,-77,9,2
8528,22.9,42.1,3.075,559,-64,9,2
8529,22.9,42.4,3.075,560,-64,9,2
8530,22.9,42.5,3.071,561,-79,10,3
8531,23.0,42.4,3.071,562,-74,10,2
8532,22.9,42.5,3.075,563,-76,9,2
8533,23.0,42.6,3.075,564,-79,9,2
8534,23.0,42.5,3.075,565,-65,9,3
8535,23.0,42.6,3.071,566,-74,9,2
8536,23.0,42.6,3.075,567,-79,9,3
8537,23.0,42.6,3.075,568,-78,9,2
8538,23.1,42.6,3.075,569,-78,9,1
8539,23.1,42.6,3.071,570,-73,9,3
8540,23.1,42.6,3.075,571,-72,10,2
8541,23.1,42.7,3.075,572,-65,9,3
8542,23.1,42.6,3.075,573,-79,9,2
8543,23.1,42.6,3.075,574,-77,9,1
8544,23.1,42.5,3.075,575,-76,10,2
8545,23.1,42.5,3.075,576,-79,9,1
8546,23.2,42.6,3.071,577,-65,9,3
8547,23.2,42.5,3.075,578,-66,9,2
8548,23.2,42.6,3.075,579,-80,9,1
8549,23.2,42.8,3.075,580,-65,10,2
